table,column,domain_id,domain_name
INVENTORY,1,0,Inventory and Product Data Management
INVENTORY,138,0,Inventory and Product Data Management
INVENTORY,9,0,Inventory and Product Data Management
inv_df,1,0,Inventory and Product Data Management
inv_df,138,0,Inventory and Product Data Management
inv_df,9,0,Inventory and Product Data Management
PRODUCTS,0,1,Product Information Management
PRODUCTS,1,1,Product Information Management
PRODUCTS,14,1,Product Information Management
PRODUCTS,1976,1,Product Information Management
PRODUCTS,25.99,1,Product Information Management
PRODUCTS,ACADEMY ACADEMY,1,Product Information Management
PRODUCTS,PENELOPE GUINESS,1,Product Information Management
prod_df,0,1,Product Information Management
prod_df,1,1,Product Information Management
prod_df,14,1,Product Information Management
prod_df,1976,1,Product Information Management
prod_df,25.99,1,Product Information Management
prod_df,ACADEMY ACADEMY,1,Product Information Management
prod_df,PENELOPE GUINESS,1,Product Information Management
CUST_HIST,1,2,Customer Order Data Management
CUST_HIST,10001,2,Customer Order Data Management
CUST_HIST,1001,2,Customer Order Data Management
CUST_HIST,11001,2,Customer Order Data Management
CUST_HIST,12411,2,Customer Order Data Management
CUST_HIST,12934,2,Customer Order Data Management
CUST_HIST,1376,2,Customer Order Data Management
CUST_HIST,14005,2,Customer Order Data Management
CUST_HIST,1490,2,Customer Order Data Management
CUST_HIST,15441,2,Customer Order Data Management
CUST_HIST,1697,2,Customer Order Data Management
CUST_HIST,16984,2,Customer Order Data Management
CUST_HIST,19356,2,Customer Order Data Management
CUST_HIST,2001,2,Customer Order Data Management
CUST_HIST,3001,2,Customer Order Data Management
CUST_HIST,306,2,Customer Order Data Management
CUST_HIST,4001,2,Customer Order Data Management
CUST_HIST,4380,2,Customer Order Data Management
CUST_HIST,4497,2,Customer Order Data Management
CUST_HIST,5001,2,Customer Order Data Management
CUST_HIST,5549,2,Customer Order Data Management
CUST_HIST,5853,2,Customer Order Data Management
CUST_HIST,6001,2,Customer Order Data Management
CUST_HIST,6079,2,Customer Order Data Management
CUST_HIST,6941,2,Customer Order Data Management
CUST_HIST,7001,2,Customer Order Data Management
CUST_HIST,7259,2,Customer Order Data Management
CUST_HIST,7888,2,Customer Order Data Management
