10001,SRIMVH,SLZCISTEWL,1467048332 Dell Way,Unnamed: 4,DXPGGAE,Unnamed: 6,00000,UK,2,SLZCISTEWL@dell.com,1467048332,5,1281093623023480,2012/09,user10001,password,44,80000,F,1,RNPOJG,FQIVBKWIZC,1287944454 Dell Way,XCXNWIS,ND,42572,US,1.1,FQIVBKWIZC@dell.com,1287944454,1890860486775636,2012/06,user1,49,M
10002.0,QDEMFI,TGBSWAJVZH,5268264831 Dell Way,,EVVMGTY,,0.0,Chile,2.0,TGBSWAJVZH@dell.com,5268264831.0,3,9600615079514682.0,2010/12,user10002,password,57.0,100000,F,,,,,,,,,,,,,,,,
10003.0,VHHZGO,WPDNKBNJZZ,5035397858 Dell Way,,APRZAZP,,0.0,Germany,2.0,WPDNKBNJZZ@dell.com,5035397858.0,3,6207322841510177.0,2008/07,user10003,password,21.0,20000,M,,,,,,,,,,,,,,,,
10004.0,PUDOVQ,PERBMQNKDH,3014055309 Dell Way,,GNXDYYF,,0.0,Russia,2.0,PERBMQNKDH@dell.com,3014055309.0,4,8303288342896849.0,2011/07,user10004,password,75.0,40000,F,,,,,,,,,,,,,,,,
10005.0,UTOHSN,WIQOPCPAKE,4615288971 Dell Way,,HHBFHKE,,0.0,Canada,2.0,WIQOPCPAKE@dell.com,4615288971.0,5,5996499293483794.0,2009/01,user10005,password,90.0,80000,F,,,,,,,,,,,,,,,,
10006.0,NDHPGA,YTPICAXBVF,2849008574 Dell Way,,DYNRYLI,,0.0,Australia,2.0,YTPICAXBVF@dell.com,2849008574.0,5,8045294675044715.0,2012/05,user10006,password,64.0,100000,M,,,,,,,,,,,,,,,,
10007.0,SQPGVZ,GUXQWQGAHU,9239291622 Dell Way,,YQXYHBL,,0.0,UK,2.0,GUXQWQGAHU@dell.com,9239291622.0,3,7937470161821693.0,2011/08,user10007,password,37.0,40000,M,,,,,,,,,,,,,,,,
10008.0,SICPUH,HVEHWVZHGW,8612381885 Dell Way,,NQAWGYF,,0.0,Canada,2.0,HVEHWVZHGW@dell.com,8612381885.0,3,9792381008621304.0,2011/09,user10008,password,33.0,100000,F,,,,,,,,,,,,,,,,
10009.0,NLNVRH,JIVFUCXSTZ,4185278773 Dell Way,,TEZYTIQ,,0.0,Russia,2.0,JIVFUCXSTZ@dell.com,4185278773.0,3,4720853770151734.0,2011/02,user10009,password,81.0,100000,M,,,,,,,,,,,,,,,,
10010.0,HCVBJW,YMJJDWDKFB,3169929166 Dell Way,,IAFYAZZ,,0.0,Germany,2.0,YMJJDWDKFB@dell.com,3169929166.0,5,5174202648922801.0,2010/06,user10010,password,75.0,40000,M,,,,,,,,,,,,,,,,
